Date,Open,Close,0,1,2,3,4,5,6,7,8,9
2019-02-13,1124.98999,1120.160034,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975,-24.339966000000004,21.15002400000003,20.14001499999995,-1.6500240000000304,13.369995000000017,20.630004999999983
2019-02-14,1118.050049,1121.670044,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975,-24.339966000000004,21.15002400000003,20.14001499999995,-1.6500240000000304,13.369995000000017
2019-02-15,1130.079956,1113.650024,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975,-24.339966000000004,21.15002400000003,20.14001499999995,-1.6500240000000304
2019-02-19,1110.0,1118.560059,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975,-24.339966000000004,21.15002400000003
2019-02-20,1119.98999,1113.800049,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975,-24.339966000000004
2019-02-21,1110.839966,1096.969971,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991,-5.450072999999975
2019-02-22,1100.900024,1110.369995,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898,8.06005899999991
2019-02-25,1116.0,1109.400024,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073,-1.9399410000000898
2019-02-26,1105.75,1115.130005,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038,14.569946000000073
2019-02-27,1106.949951,1116.050049,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017,-4.829956000000038
2019-02-28,1111.300049,1119.920044,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008,3.619995000000017
2019-03-01,1124.900024,1140.98999,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,,-16.429932000000008
2019-03-04,1146.98999,1147.800049,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991,
2019-03-05,1150.060059,1162.030029,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009,8.56005899999991
2019-03-06,1162.48999,1157.859985,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017,-6.18994100000009
2019-03-07,1155.719971,1143.300049,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987,-13.869995000000017
2019-03-08,1126.72998,1142.319946,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997,9.469970999999987
2019-03-11,1144.449951,1175.76001,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983,-6.59997599999997
2019-03-12,1178.26001,1193.199951,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889,9.380004999999983
2019-03-13,1200.64502,1193.319946,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017,9.100097999999889
2019-03-14,1194.51001,1185.550049,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004,8.619995000000017
2019-03-15,1193.380005,1184.459961,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102,16.089966000000004
2019-03-18,1183.300049,1184.26001,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103,0.8100589999999102
2019-03-19,1188.810059,1198.849976,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983,11.969970000000103
2019-03-20,1197.349976,1223.969971,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042,-4.630004999999983
2019-03-21,1216.0,1231.540039,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004,-12.419922000000042
2019-03-22,1226.319946,1205.5,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991,15.589966000000004
2019-03-25,1196.930054,1193.0,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009,31.31005899999991
2019-03-26,1198.530029,1184.619995,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859,14.93994100000009
2019-03-27,1185.5,1173.02002,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021,-7.325073999999859
2019-03-28,1171.540039,1168.48999,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962,-8.959961000000021
2019-03-29,1174.900024,1173.310059,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212,-8.920043999999962
2019-04-01,1184.099976,1194.430054,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006,0.9599610000000212
2019-04-02,1195.319946,1200.48999,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017,10.03991700000006
2019-04-03,1207.47998,1205.920044,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979,26.619995000000017
2019-04-04,1205.939941,1215.0,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073,15.540038999999979
2019-04-05,1214.98999,1207.150024,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273,-20.819946000000073
2019-04-08,1207.890015,1203.839966,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996,-3.9300539999999273
2019-04-09,1196.0,1197.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069,-13.910033999999996
2019-04-10,1200.680054,1202.160034,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445,-12.479980000000069
2019-04-11,1203.959961,1204.619995,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202,-3.0500489999999445
2019-04-12,1210.0,1217.869995,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958,-1.5899650000001202
2019-04-15,1218.0,1221.099976,7.869995000000017,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962,10.330077999999958
2019-04-16,1225.0,1227.130005,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107,5.170043999999962
2019-04-17,1233.0,1236.339966,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991,-1.559936000000107
2019-04-18,1239.180054,1236.369995,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445,-7.839966000000004,9.06005899999991
2019-04-22,1235.98999,1248.839966,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687,1.25,-4.0500489999999445
2019-04-23,1250.689941,1264.550049,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687,1.25
2019-04-24,1264.119995,1256.0,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996,1.4799800000000687
2019-04-25,1264.77002,1263.449951,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017,0.660033999999996
2019-04-26,1269.0,1272.180054,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696,7.869995000000017
2019-04-29,1274.0,1287.579956,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983,3.0999759999999696
2019-04-30,1185.0,1188.47998,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004,2.130004999999983
2019-05-01,1188.050049,1168.079956,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991,3.339966000000004
2019-05-02,1167.76001,1162.609985,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,,-2.81005899999991
2019-05-03,1173.650024,1185.400024,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997,
2019-05-06,1166.26001,1189.390015,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855,12.84997599999997
2019-05-07,1180.469971,1174.099976,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017,13.860107999999855
2019-05-08,1172.01001,1166.27002,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758,-8.119995000000017
2019-05-09,1159.030029,1162.380005,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273,-1.3200689999998758
2019-05-10,1163.589966,1164.27002,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038,3.1800539999999273
2019-05-13,1141.959961,1132.030029,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687,13.579956000000038
2019-05-14,1137.209961,1120.439941,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906,3.4799800000000687
2019-05-15,1117.869995,1164.209961,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914,-19.970092999999906
2019-05-16,1164.51001,1178.97998,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75,-5.150024999999914
2019-05-17,1168.469971,1162.300049,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983,11.75
2019-05-20,1144.5,1138.849976,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017,23.130004999999983
2019-05-21,1148.48999,1149.630005,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034,-6.369995000000017
2019-05-22,1146.75,1151.420044,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696,-5.739990000000034
2019-05-23,1140.5,1140.77002,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273,3.3499759999999696
2019-05-24,1147.359985,1133.469971,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993,-9.929932000000008,0.6800539999999273
2019-05-28,1134.0,1134.150024,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004,-16.77001999999993
2019-05-29,1127.52002,1116.459961,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103,46.339966000000004
2019-05-30,1115.540039,1117.949951,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042,14.469970000000103
2019-05-31,1101.290039,1103.630005,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003,-6.169922000000042
2019-06-03,1065.5,1036.22998,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485,-5.65002400000003
2019-06-04,1042.900024,1053.050049,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962,1.1400149999999485
2019-06-05,1051.540039,1042.219971,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313,4.670043999999962
2019-06-06,1044.98999,1044.339966,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065,0.2700199999999313
2019-06-07,1050.630005,1066.040039,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,,-13.890014000000065
2019-06-10,1072.97998,1080.380005,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036,
2019-06-11,1093.97998,1078.719971,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991,0.15002400000003036
2019-06-12,1078.0,1077.030029,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767,-11.06005899999991
2019-06-13,1083.640015,1088.77002,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004,2.4099120000000767
2019-06-14,1086.420044,1085.349976,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993,2.339966000000004
2019-06-17,1086.280029,1092.5,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914,-29.27001999999993
2019-06-18,1109.689941,1103.599976,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992,10.150024999999914
2019-06-19,1105.599976,1102.329956,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304,-9.320067999999992
2019-06-20,1119.98999,1111.420044,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996,-0.6500240000000304
2019-06-21,1109.23999,1121.880005,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914,15.410033999999996
2019-06-24,1119.609985,1115.52002,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082,7.400024999999914
2019-06-25,1112.660034,1086.349976,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868,-15.260009000000082
2019-06-26,1086.5,1079.800049,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983,-0.9699709999999868
2019-06-27,1084.0,1076.01001,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992,5.130004999999983
2019-06-28,1076.390015,1080.910034,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987,-1.070067999999992
2019-07-01,1098.0,1097.949951,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012,6.219970999999987
2019-07-02,1102.23999,1111.25,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313,-6.08996500000012
2019-07-03,1117.410034,1121.579956,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948,-8.569946000000073,-3.2700199999999313
2019-07-05,1117.800049,1131.589966,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012,12.640014999999948
2019-07-08,1125.170044,1116.349976,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026,-4.08996500000012
2019-07-09,1111.800049,1124.829956,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555,-26.310058000000026
2019-07-10,1131.219971,1140.47998,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034,-6.6999510000000555
2019-07-11,1143.25,1144.209961,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475,-7.989990000000034
2019-07-12,1143.98999,1144.900024,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445,4.5200190000000475
2019-07-15,1146.859985,1150.339966,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966,-0.0500489999999445
2019-07-16,1146.0,1153.579956,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042,9.010009999999966
2019-07-17,1150.969971,1146.349976,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,,4.169922000000042
2019-07-18,1141.73999,1146.329956,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006,
2019-07-19,1148.189941,1130.099976,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992,13.78991700000006
2019-07-22,1133.449951,1138.069946,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094,-8.820067999999992
2019-07-23,1144.0,1146.209961,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082,13.029907000000094
2019-07-24,1131.900024,1137.810059,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212,9.260009000000082
2019-07-25,1137.819946,1132.119995,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996,0.9599610000000212
2019-07-26,1224.040039,1250.410034,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525,0.910033999999996
2019-07-29,1241.050049,1239.410034,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038,3.4799809999999525
2019-07-30,1225.410034,1225.140015,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017,7.579956000000038
2019-07-31,1223.0,1216.680054,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004,-4.619995000000017
2019-08-01,1214.030029,1209.01001,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012,4.589966000000004
2019-08-02,1200.73999,1193.98999,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017,-18.08996500000012
2019-08-05,1170.040039,1152.319946,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021,4.619995000000017
2019-08-06,1163.310059,1169.949951,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988,2.209961000000021
2019-08-07,1156.0,1173.98999,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555,5.91003499999988
2019-08-08,1182.829956,1204.800049,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017,-5.6999510000000555
2019-08-09,1197.98999,1188.01001,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485,26.369995000000017
2019-08-12,1179.209961,1174.709961,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475,-1.6400149999999485
2019-08-13,1171.459961,1197.27002,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073,-0.2700190000000475
2019-08-14,1176.310059,1164.290039,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475,-6.319946000000073
2019-08-15,1163.5,1167.26001,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75,-5.0200190000000475
2019-08-16,1179.550049,1177.599976,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906,-6.75
2019-08-19,1190.089966,1198.449951,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145,-17.720092999999906
2019-08-20,1195.25,1182.689941,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034,6.639892000000145
2019-08-21,1193.150024,1191.25,-12.56005899999991,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906,17.989990000000034
2019-08-22,1194.069946,1189.530029,-1.9000240000000304,-12.56005899999991,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069,21.970092999999906
2019-08-23,1181.98999,1151.290039,-4.5399170000000595,-1.9000240000000304,-12.56005899999991,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5,-9.979980000000069
2019-08-26,1157.26001,1168.890015,-30.699951000000056,-4.5399170000000595,-1.9000240000000304,-12.56005899999991,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991,-4.5
2019-08-27,1180.530029,1167.839966,11.630004999999983,-30.699951000000056,-4.5399170000000595,-1.9000240000000304,-12.56005899999991,8.359985000000052,-1.9500729999999749,3.7600099999999657,-12.020019999999931,25.81005899999991
